hold_id,status,library_id,user_id,book_id,hold_date,expiration_date
589,Cancelled,6,229,2523,2025-06-27 08:05:40.956590,2025-07-04 08:05:40.956590
590,Expired,16,183,6320,2024-10-13 01:33:38.005780,2024-10-20 01:33:38.005780
591,Expired,21,102,4647,2025-05-22 03:09:36.781672,2025-05-29 03:09:36.781672
592,Expired,10,352,861,2025-05-26 00:21:46.722751,2025-06-02 00:21:46.722751
593,Cancelled,29,202,6427,2025-02-26 06:32:03.803623,2025-03-05 06:32:03.803623
594,Fulfilled,22,387,3649,2024-08-06 13:54:10.298519,2024-08-13 13:54:10.298519
595,Expired,11,204,5146,2025-03-10 03:27:11.800235,2025-03-17 03:27:11.800235
596,Expired,1,166,603,2024-10-11 05:59:39.959492,2024-10-18 05:59:39.959492
597,Expired,23,435,514,2025-01-03 07:33:03.904319,2025-01-10 07:33:03.904319
598,Expired,9,197,2797,2024-09-11 09:41:30.177131,2024-09-18 09:41:30.177131
599,Expired,2,342,7389,2024-08-10 19:37:42.306628,2024-08-17 19:37:42.306628
600,Expired,8,407,1830,2025-06-19 00:06:45.519106,2025-06-26 00:06:45.519106
601,Expired,1,116,5376,2024-07-16 19:03:40.332185,2024-07-23 19:03:40.332185
602,Active,26,412,7449,2025-06-26 17:24:16.869415,2025-07-03 17:24:16.869415
603,Cancelled,3,404,5913,2025-01-05 01:01:57.857881,2025-01-12 01:01:57.857881
604,Expired,4,196,5296,2025-02-28 22:59:01.927529,2025-03-07 22:59:01.927529
605,Expired,4,497,6781,2025-01-04 17:44:42.682591,2025-01-11 17:44:42.682591
606,Expired,10,154,4483,2025-03-21 09:13:31.213588,2025-03-28 09:13:31.213588
607,Expired,16,161,616,2024-08-19 16:37:43.284041,2024-08-26 16:37:43.284041
608,Fulfilled,2,389,7690,2024-10-01 09:31:35.966365,2024-10-08 09:31:35.966365
609,Expired,23,493,4009,2025-02-27 19:04:20.650410,2025-03-06 19:04:20.650410
610,Expired,26,127,3905,2024-08-13 19:25:12.763769,2024-08-20 19:25:12.763769
611,Fulfilled,2,222,2222,2024-07-16 14:37:08.541754,2024-07-23 14:37:08.541754
612,Expired,20,427,2213,2024-08-17 10:31:06.118117,2024-08-24 10:31:06.118117
613,Expired,2,89,624,2024-09-08 13:55:57.657957,2024-09-15 13:55:57.657957
614,Expired,29,385,3429,2025-03-28 09:25:05.928260,2025-04-04 09:25:05.928260
615,Active,25,151,520,2025-06-25 16:02:08.904832,2025-07-02 16:02:08.904832
616,Fulfilled,9,149,3958,2025-02-27 12:45:54.470404,2025-03-06 12:45:54.470404
617,Fulfilled,20,140,4898,2025-03-31 21:01:53.088738,2025-04-07 21:01:53.088738
618,Expired,14,20,7248,2024-08-08 16:17:32.501909,2024-08-15 16:17:32.501909
619,Fulfilled,17,246,6818,2025-06-05 09:34:27.289913,2025-06-12 09:34:27.289913
620,Expired,29,120,5986,2025-01-09 01:05:16.087381,2025-01-16 01:05:16.087381
621,Fulfilled,1,256,5194,2025-02-05 21:25:18.846536,2025-02-12 21:25:18.846536
622,Expired,3,144,391,2024-08-03 04:24:19.150189,2024-08-10 04:24:19.150189
623,Expired,5,376,2047,2024-07-26 09:20:47.763761,2024-08-02 09:20:47.763761
624,Expired,12,79,2963,2024-11-11 18:54:14.662566,2024-11-18 18:54:14.662566
625,Fulfilled,17,44,4452,2024-07-11 06:41:10.024092,2024-07-18 06:41:10.024092
626,Fulfilled,8,182,5529,2024-09-16 20:31:40.602416,2024-09-23 20:31:40.602416
627,Expired,5,375,6759,2025-05-17 22:49:47.808018,2025-05-24 22:49:47.808018
628,Expired,26,310,3837,2024-08-28 14:30:46.788151,2024-09-04 14:30:46.788151
629,Expired,24,276,3568,2025-04-09 19:54:36.028999,2025-04-16 19:54:36.028999
630,Expired,2,314,1703,2025-03-10 05:22:33.346808,2025-03-17 05:22:33.346808
631,Fulfilled,18,308,471,2024-09-05 12:18:06.592042,2024-09-12 12:18:06.592042
632,Active,10,474,2073,2025-06-23 23:45:56.928823,2025-06-30 23:45:56.928823
633,Expired,6,165,5461,2024-11-10 03:42:59.347522,2024-11-17 03:42:59.347522
634,Expired,5,273,7826,2024-11-16 00:12:36.034984,2024-11-23 00:12:36.034984
635,Fulfilled,20,95,2314,2024-12-08 21:19:29.092697,2024-12-15 21:19:29.092697
636,Expired,25,373,3258,2025-06-18 16:13:17.083281,2025-06-25 16:13:17.083281
637,Expired,2,64,6803,2025-06-20 09:13:36.072396,2025-06-27 09:13:36.072396
638,Expired,4,383,2843,2024-08-17 12:32:25.293282,2024-08-24 12:32:25.293282
639,Expired,3,204,5962,2024-08-31 04:35:35.592410,2024-09-07 04:35:35.592410
640,Fulfilled,23,276,296,2025-03-30 17:03:48.380336,2025-04-06 17:03:48.380336
641,Expired,24,123,5686,2025-05-27 11:10:57.080395,2025-06-03 11:10:57.080395
642,Expired,18,45,4965,2024-06-29 14:40:17.427784,2024-07-06 14:40:17.427784
643,Expired,21,318,4102,2025-03-12 14:27:17.307604,2025-03-19 14:27:17.307604
644,Expired,10,247,2676,2025-06-15 23:35:53.533425,2025-06-22 23:35:53.533425
645,Expired,16,210,3018,2024-11-20 09:03:13.745466,2024-11-27 09:03:13.745466
646,Fulfilled,18,288,7874,2025-05-17 06:05:02.924168,2025-05-24 06:05:02.924168
647,Expired,10,446,1868,2024-12-01 07:49:20.469957,2024-12-08 07:49:20.469957
648,Expired,20,211,5341,2025-03-16 07:20:00.028544,2025-03-23 07:20:00.028544
649,Expired,12,403,139,2025-06-20 06:44:35.300612,2025-06-27 06:44:35.300612
650,Fulfilled,23,466,1804,2024-10-20 14:12:49.211570,2024-10-27 14:12:49.211570
651,Expired,6,11,7260,2024-07-06 14:24:56.028780,2024-07-13 14:24:56.028780
652,Fulfilled,13,249,1626,2024-07-03 04:37:40.953237,2024-07-10 04:37:40.953237
653,Fulfilled,12,146,5684,2024-08-16 18:30:32.060752,2024-08-23 18:30:32.060752
654,Expired,22,316,2765,2024-07-21 04:26:10.723267,2024-07-28 04:26:10.723267
655,Fulfilled,29,91,5710,2024-11-30 15:57:44.317683,2024-12-07 15:57:44.317683
656,Expired,24,435,5902,2025-01-10 19:17:07.931379,2025-01-17 19:17:07.931379
657,Fulfilled,2,70,7664,2024-10-24 23:09:01.028522,2024-10-31 23:09:01.028522
658,Expired,22,264,2107,2024-09-05 09:56:40.192540,2024-09-12 09:56:40.192540
659,Expired,9,99,6169,2024-10-01 00:26:07.249038,2024-10-08 00:26:07.249038
660,Expired,14,375,3163,2024-12-31 09:54:38.491661,2025-01-07 09:54:38.491661
661,Fulfilled,18,310,5529,2025-05-03 20:52:03.266101,2025-05-10 20:52:03.266101
662,Expired,23,350,3860,2024-10-19 04:36:54.616505,2024-10-26 04:36:54.616505
663,Expired,27,355,3306,2024-07-10 14:10:36.647658,2024-07-17 14:10:36.647658
664,Expired,19,403,5210,2024-11-06 19:21:20.082020,2024-11-13 19:21:20.082020
665,Fulfilled,5,29,3422,2025-04-11 00:44:02.004482,2025-04-18 00:44:02.004482
666,Expired,19,134,6431,2024-11-21 02:11:53.708655,2024-11-28 02:11:53.708655
667,Expired,28,269,4630,2025-03-10 21:44:52.188698,2025-03-17 21:44:52.188698
668,Fulfilled,14,268,2222,2024-12-17 21:18:39.408631,2024-12-24 21:18:39.408631
669,Expired,5,328,4046,2024-11-18 01:44:35.357096,2024-11-25 01:44:35.357096
670,Fulfilled,6,154,2938,2024-12-20 03:02:51.561997,2024-12-27 03:02:51.561997
671,Expired,11,22,1970,2025-03-21 01:33:30.169383,2025-03-28 01:33:30.169383
672,Fulfilled,1,309,1835,2024-10-16 19:15:14.210948,2024-10-23 19:15:14.210948
673,Expired,21,391,7353,2024-09-10 22:52:59.876886,2024-09-17 22:52:59.876886
674,Expired,6,214,7458,2025-04-22 20:32:57.088353,2025-04-29 20:32:57.088353
675,Expired,13,48,7872,2024-12-31 07:04:31.766530,2025-01-07 07:04:31.766530
676,Expired,27,20,7574,2025-02-06 17:01:31.090778,2025-02-13 17:01:31.090778
677,Expired,28,112,7762,2025-01-29 08:08:31.327440,2025-02-05 08:08:31.327440
678,Fulfilled,4,354,7911,2024-09-20 02:09:06.556248,2024-09-27 02:09:06.556248
679,Expired,11,283,4622,2024-10-06 04:48:08.489450,2024-10-13 04:48:08.489450
680,Expired,10,430,6687,2025-02-07 09:43:04.364112,2025-02-14 09:43:04.364112
681,Cancelled,12,22,6381,2025-06-09 17:45:12.935444,2025-06-16 17:45:12.935444
682,Cancelled,6,473,7566,2025-04-22 23:07:09.780042,2025-04-29 23:07:09.780042
683,Expired,28,367,4214,2024-08-15 18:48:11.436372,2024-08-22 18:48:11.436372
684,Expired,17,78,5635,2024-09-20 03:45:30.813975,2024-09-27 03:45:30.813975
685,Expired,24,439,2193,2025-01-31 12:44:03.953334,2025-02-07 12:44:03.953334
686,Expired,20,465,4306,2025-03-02 23:56:29.275827,2025-03-09 23:56:29.275827
687,Expired,4,364,1988,2024-08-06 20:44:09.739561,2024-08-13 20:44:09.739561
688,Fulfilled,12,360,5117,2025-04-29 11:49:59.342065,2025-05-06 11:49:59.342065
689,Expired,20,97,6299,2024-12-08 11:24:47.288776,2024-12-15 11:24:47.288776
690,Expired,20,328,4679,2024-09-08 06:18:56.550447,2024-09-15 06:18:56.550447
691,Expired,26,196,6770,2025-04-25 03:39:12.187647,2025-05-02 03:39:12.187647
692,Expired,5,456,1574,2025-01-09 07:32:07.303840,2025-01-16 07:32:07.303840
693,Expired,21,363,1976,2025-01-04 06:31:35.713841,2025-01-11 06:31:35.713841
694,Expired,6,278,5131,2025-01-03 01:00:21.532879,2025-01-10 01:00:21.532879
695,Expired,19,485,585,2025-05-20 06:01:05.003474,2025-05-27 06:01:05.003474
696,Expired,19,181,1719,2024-10-04 08:51:51.327763,2024-10-11 08:51:51.327763
697,Fulfilled,24,334,3725,2024-09-26 06:13:59.878960,2024-10-03 06:13:59.878960
698,Expired,5,204,6165,2025-05-10 09:38:11.682642,2025-05-17 09:38:11.682642
699,Expired,4,175,4708,2024-07-21 22:17:04.786759,2024-07-28 22:17:04.786759
700,Expired,24,410,3965,2025-04-10 03:48:39.756561,2025-04-17 03:48:39.756561
701,Expired,10,49,2482,2025-04-16 00:07:55.047448,2025-04-23 00:07:55.047448
702,Expired,8,281,3895,2025-06-14 12:24:56.191178,2025-06-21 12:24:56.191178
703,Fulfilled,17,492,2399,2024-07-13 04:15:16.699971,2024-07-20 04:15:16.699971
704,Fulfilled,21,376,1392,2024-07-22 10:53:04.660600,2024-07-29 10:53:04.660600
705,Expired,3,144,1150,2024-10-16 17:30:26.831986,2024-10-23 17:30:26.831986
706,Expired,25,208,1278,2024-11-13 04:24:33.060580,2024-11-20 04:24:33.060580
707,Expired,17,41,3369,2024-11-14 01:03:09.656617,2024-11-21 01:03:09.656617
708,Cancelled,15,224,360,2025-06-20 20:21:28.235565,2025-06-27 20:21:28.235565
709,Expired,17,344,3793,2025-03-27 02:25:37.088271,2025-04-03 02:25:37.088271
710,Expired,5,119,3425,2025-05-01 10:21:37.306376,2025-05-08 10:21:37.306376
711,Expired,23,216,7545,2025-04-09 12:19:42.602638,2025-04-16 12:19:42.602638
712,Expired,29,462,4072,2024-08-04 03:07:20.396486,2024-08-11 03:07:20.396486
713,Expired,1,301,7439,2025-05-04 11:07:45.652237,2025-05-11 11:07:45.652237
714,Expired,28,318,592,2025-01-08 17:00:53.352195,2025-01-15 17:00:53.352195
715,Expired,27,235,7811,2025-05-22 18:28:55.921541,2025-05-29 18:28:55.921541
716,Expired,3,404,2389,2024-08-30 23:25:23.679055,2024-09-06 23:25:23.679055
717,Fulfilled,22,210,7532,2024-08-31 14:31:02.005832,2024-09-07 14:31:02.005832
718,Expired,4,477,4820,2024-08-01 01:26:28.945753,2024-08-08 01:26:28.945753
719,Fulfilled,23,411,505,2025-03-29 04:33:39.322413,2025-04-05 04:33:39.322413
720,Fulfilled,9,494,2973,2024-09-17 21:21:23.789616,2024-09-24 21:21:23.789616
721,Expired,11,194,2565,2025-04-12 03:31:17.943799,2025-04-19 03:31:17.943799
722,Expired,10,351,5772,2024-12-21 15:39:19.779460,2024-12-28 15:39:19.779460
723,Expired,23,377,3111,2025-03-24 06:05:37.184976,2025-03-31 06:05:37.184976
724,Fulfilled,22,492,1029,2024-10-10 03:21:41.649058,2024-10-17 03:21:41.649058
725,Expired,10,377,714,2025-04-16 23:24:49.637227,2025-04-23 23:24:49.637227
726,Expired,20,156,5223,2025-02-06 08:18:10.216995,2025-02-13 08:18:10.216995
727,Expired,19,162,2830,2024-12-16 10:49:14.939704,2024-12-23 10:49:14.939704
728,Fulfilled,28,259,2080,2025-05-11 00:38:13.819435,2025-05-18 00:38:13.819435
729,Fulfilled,1,223,1761,2024-09-13 02:39:40.237610,2024-09-20 02:39:40.237610
730,Expired,16,142,5369,2024-11-15 19:29:47.544232,2024-11-22 19:29:47.544232
731,Expired,24,120,533,2024-07-05 18:44:37.223783,2024-07-12 18:44:37.223783
732,Expired,21,318,4495,2024-11-11 13:10:04.233775,2024-11-18 13:10:04.233775
733,Expired,25,178,5257,2024-09-27 05:51:15.407545,2024-10-04 05:51:15.407545
734,Expired,4,463,3381,2024-08-09 22:08:04.014858,2024-08-16 22:08:04.014858
735,Fulfilled,3,42,5766,2024-11-10 21:38:56.581933,2024-11-17 21:38:56.581933
736,Expired,20,111,2989,2025-04-23 08:53:02.127331,2025-04-30 08:53:02.127331
737,Expired,22,196,6754,2024-10-08 11:01:19.370871,2024-10-15 11:01:19.370871
738,Expired,18,400,6282,2024-10-09 06:11:42.833064,2024-10-16 06:11:42.833064
739,Expired,25,483,4830,2025-05-18 19:43:55.112817,2025-05-25 19:43:55.112817
740,Expired,7,166,7522,2025-05-06 19:43:00.849009,2025-05-13 19:43:00.849009
741,Expired,11,252,3561,2025-03-28 20:40:58.613708,2025-04-04 20:40:58.613708
742,Fulfilled,1,162,3824,2025-01-06 18:45:18.042147,2025-01-13 18:45:18.042147
743,Expired,4,382,2421,2025-01-28 21:48:51.250150,2025-02-04 21:48:51.250150
744,Expired,16,93,681,2024-08-03 09:47:12.683601,2024-08-10 09:47:12.683601
745,Active,27,344,3437,2025-06-22 05:51:50.203004,2025-06-29 05:51:50.203004
746,Fulfilled,2,414,2871,2024-08-27 08:19:45.883784,2024-09-03 08:19:45.883784
747,Expired,14,285,5130,2024-10-09 14:35:12.048895,2024-10-16 14:35:12.048895
748,Expired,7,459,2338,2025-02-12 04:31:49.225055,2025-02-19 04:31:49.225055
749,Expired,22,69,4779,2024-08-29 21:48:33.605077,2024-09-05 21:48:33.605077
750,Fulfilled,4,152,1846,2024-10-04 23:38:13.744376,2024-10-11 23:38:13.744376
751,Expired,13,38,6179,2025-05-07 21:10:03.291118,2025-05-14 21:10:03.291118
752,Fulfilled,15,86,7333,2024-12-06 23:28:34.265200,2024-12-13 23:28:34.265200
753,Fulfilled,11,364,1784,2024-11-06 08:48:59.068018,2024-11-13 08:48:59.068018
754,Expired,30,342,1669,2024-10-06 01:28:10.217390,2024-10-13 01:28:10.217390
755,Expired,9,179,1160,2025-06-15 18:16:26.528416,2025-06-22 18:16:26.528416
756,Expired,11,417,7565,2025-02-06 23:26:58.606905,2025-02-13 23:26:58.606905
757,Expired,26,369,6666,2024-08-10 13:06:41.768811,2024-08-17 13:06:41.768811
758,Expired,20,254,2293,2024-11-10 23:23:22.842241,2024-11-17 23:23:22.842241
759,Fulfilled,2,463,403,2024-12-05 06:51:06.145622,2024-12-12 06:51:06.145622
760,Expired,1,57,4127,2025-05-04 10:06:58.581780,2025-05-11 10:06:58.581780
761,Fulfilled,1,93,3359,2024-09-13 09:57:56.840011,2024-09-20 09:57:56.840011
762,Expired,4,33,2893,2024-10-20 01:58:57.776204,2024-10-27 01:58:57.776204
763,Expired,7,494,3741,2024-12-06 11:43:53.168355,2024-12-13 11:43:53.168355
764,Expired,24,287,6817,2025-04-08 15:08:35.200860,2025-04-15 15:08:35.200860
765,Expired,20,115,4335,2025-02-26 12:52:34.899536,2025-03-05 12:52:34.899536
766,Expired,2,354,504,2025-06-11 12:00:29.063595,2025-06-18 12:00:29.063595
767,Expired,8,305,6546,2025-06-08 08:49:14.977607,2025-06-15 08:49:14.977607
768,Expired,25,300,6540,2025-01-04 02:27:16.692153,2025-01-11 02:27:16.692153
769,Expired,19,248,2300,2024-10-13 06:43:03.781032,2024-10-20 06:43:03.781032
770,Fulfilled,30,300,2876,2025-05-24 08:01:19.030730,2025-05-31 08:01:19.030730
771,Expired,14,456,378,2024-09-28 23:25:28.350247,2024-10-05 23:25:28.350247
772,Fulfilled,16,276,4837,2024-12-24 12:26:26.648606,2024-12-31 12:26:26.648606
773,Expired,20,334,6514,2024-10-13 00:38:17.910227,2024-10-20 00:38:17.910227
774,Expired,6,89,540,2025-03-15 01:04:45.942513,2025-03-22 01:04:45.942513
775,Fulfilled,6,104,6473,2025-02-24 16:44:54.751771,2025-03-03 16:44:54.751771
776,Expired,29,496,5220,2024-12-02 17:08:24.482472,2024-12-09 17:08:24.482472
777,Expired,14,208,4231,2025-01-19 22:19:45.790409,2025-01-26 22:19:45.790409
778,Fulfilled,6,16,2264,2025-02-23 07:02:28.930290,2025-03-02 07:02:28.930290
779,Fulfilled,28,61,2493,2025-06-04 12:46:42.221423,2025-06-11 12:46:42.221423
780,Fulfilled,20,290,165,2024-09-01 16:52:58.108576,2024-09-08 16:52:58.108576
781,Expired,21,164,6083,2025-05-01 06:56:48.286063,2025-05-08 06:56:48.286063
782,Expired,15,56,1706,2025-05-30 20:55:43.846535,2025-06-06 20:55:43.846535
783,Expired,16,163,1146,2024-12-14 03:57:54.209207,2024-12-21 03:57:54.209207
784,Expired,30,158,5292,2025-03-20 20:01:10.603096,2025-03-27 20:01:10.603096
785,Expired,25,441,1554,2025-04-12 03:36:38.716364,2025-04-19 03:36:38.716364
786,Expired,13,398,1690,2024-08-25 14:15:36.860178,2024-09-01 14:15:36.860178
787,Expired,19,203,5960,2025-06-05 18:10:55.275315,2025-06-12 18:10:55.275315
788,Expired,28,105,6390,2025-03-29 14:21:10.430524,2025-04-05 14:21:10.430524
789,Fulfilled,20,338,5949,2025-02-22 04:24:44.247158,2025-03-01 04:24:44.247158
790,Fulfilled,14,472,3566,2025-02-23 22:41:03.064992,2025-03-02 22:41:03.064992
791,Expired,27,19,6206,2024-07-08 23:51:27.633725,2024-07-15 23:51:27.633725
792,Expired,26,220,1323,2024-12-07 15:58:10.337314,2024-12-14 15:58:10.337314
793,Expired,18,109,1635,2024-12-13 15:05:24.697895,2024-12-20 15:05:24.697895
794,Expired,3,326,6451,2025-01-20 20:42:03.226097,2025-01-27 20:42:03.226097
795,Cancelled,21,201,7034,2024-12-10 02:02:17.244834,2024-12-17 02:02:17.244834
796,Expired,24,219,6963,2024-08-29 08:15:19.940073,2024-09-05 08:15:19.940073
797,Fulfilled,25,18,7540,2025-01-25 23:11:52.687504,2025-02-01 23:11:52.687504
798,Expired,9,30,4464,2025-04-21 05:39:15.954399,2025-04-28 05:39:15.954399
799,Expired,24,358,466,2025-01-11 10:27:10.052435,2025-01-18 10:27:10.052435
800,Expired,23,66,6588,2025-04-29 05:46:08.769466,2025-05-06 05:46:08.769466
801,Fulfilled,2,354,6728,2025-03-19 02:52:43.918327,2025-03-26 02:52:43.918327
802,Fulfilled,2,95,181,2025-05-06 10:28:53.228469,2025-05-13 10:28:53.228469
803,Expired,12,385,6323,2025-04-17 22:19:49.728162,2025-04-24 22:19:49.728162
804,Expired,7,361,5824,2025-06-02 02:30:47.567934,2025-06-09 02:30:47.567934
805,Cancelled,18,495,5170,2024-09-12 06:03:57.686352,2024-09-19 06:03:57.686352
806,Expired,22,357,255,2025-04-05 14:03:25.368664,2025-04-12 14:03:25.368664
807,Expired,14,111,1803,2025-03-30 05:02:51.776611,2025-04-06 05:02:51.776611
808,Expired,21,443,7656,2024-11-08 21:23:55.886088,2024-11-15 21:23:55.886088
809,Expired,27,86,1652,2025-01-15 16:40:55.362987,2025-01-22 16:40:55.362987
810,Expired,21,226,2931,2024-07-23 11:05:20.919812,2024-07-30 11:05:20.919812
811,Expired,16,386,7581,2024-09-27 09:59:18.968097,2024-10-04 09:59:18.968097
812,Expired,23,401,4176,2024-09-20 18:41:47.950047,2024-09-27 18:41:47.950047
813,Expired,2,204,7724,2024-10-13 07:55:18.612432,2024-10-20 07:55:18.612432
814,Cancelled,6,85,7654,2024-10-17 09:18:02.570944,2024-10-24 09:18:02.570944
815,Expired,25,347,3748,2024-08-08 13:27:10.220537,2024-08-15 13:27:10.220537
816,Expired,1,166,7744,2025-05-01 04:43:40.510453,2025-05-08 04:43:40.510453
817,Fulfilled,28,89,6192,2025-01-13 09:51:10.934684,2025-01-20 09:51:10.934684
818,Expired,4,174,3350,2025-04-14 09:11:20.866224,2025-04-21 09:11:20.866224
819,Fulfilled,24,275,2001,2024-10-01 06:13:48.828328,2024-10-08 06:13:48.828328
820,Expired,17,232,5660,2024-07-07 18:41:06.619616,2024-07-14 18:41:06.619616
821,Expired,28,194,2484,2024-08-25 06:26:47.240263,2024-09-01 06:26:47.240263
822,Fulfilled,22,13,4978,2025-03-15 15:49:06.055849,2025-03-22 15:49:06.055849
823,Active,1,175,7927,2025-06-26 19:33:12.979657,2025-07-03 19:33:12.979657
824,Expired,15,433,3245,2025-06-09 01:08:13.393058,2025-06-16 01:08:13.393058
825,Expired,11,429,2004,2024-10-20 04:57:34.089554,2024-10-27 04:57:34.089554
826,Expired,10,353,6766,2025-02-26 18:47:25.713366,2025-03-05 18:47:25.713366
827,Expired,5,406,4485,2024-10-16 22:58:42.484550,2024-10-23 22:58:42.484550
828,Expired,2,435,496,2024-10-04 22:33:40.096957,2024-10-11 22:33:40.096957
829,Fulfilled,3,66,5808,2024-12-18 13:18:52.124324,2024-12-25 13:18:52.124324
830,Cancelled,4,282,4281,2024-08-26 11:34:48.020162,2024-09-02 11:34:48.020162
831,Expired,14,39,6293,2024-09-22 06:35:02.065815,2024-09-29 06:35:02.065815
832,Expired,19,104,5683,2024-07-01 02:40:12.167159,2024-07-08 02:40:12.167159
833,Expired,25,256,1362,2024-08-17 21:25:10.780262,2024-08-24 21:25:10.780262
834,Active,22,109,356,2025-06-21 15:17:52.481693,2025-06-28 15:17:52.481693
835,Cancelled,10,343,7856,2025-03-18 05:28:43.163862,2025-03-25 05:28:43.163862
836,Expired,23,424,6653,2025-06-19 04:04:08.909550,2025-06-26 04:04:08.909550
837,Cancelled,13,389,2077,2025-03-11 12:11:45.660472,2025-03-18 12:11:45.660472
838,Expired,20,368,6987,2025-02-28 10:18:02.825670,2025-03-07 10:18:02.825670
839,Expired,11,294,3975,2024-07-28 08:22:40.088024,2024-08-04 08:22:40.088024
840,Expired,22,293,2703,2025-04-10 04:30:35.730567,2025-04-17 04:30:35.730567
841,Expired,16,164,7041,2024-10-23 00:41:40.460811,2024-10-30 00:41:40.460811
842,Expired,20,500,5830,2024-11-22 15:09:43.789511,2024-11-29 15:09:43.789511
843,Expired,12,359,621,2025-04-30 22:02:01.785117,2025-05-07 22:02:01.785117
844,Expired,28,54,2183,2025-01-07 11:36:23.091050,2025-01-14 11:36:23.091050
845,Expired,10,238,3130,2024-08-29 18:21:17.840759,2024-09-05 18:21:17.840759
846,Fulfilled,19,152,4115,2025-03-16 06:04:46.342576,2025-03-23 06:04:46.342576
847,Expired,11,306,5776,2025-01-22 21:38:10.968390,2025-01-29 21:38:10.968390
848,Expired,8,247,1915,2024-08-25 18:46:46.449802,2024-09-01 18:46:46.449802
849,Expired,28,95,1617,2024-07-15 18:37:17.078794,2024-07-22 18:37:17.078794
850,Fulfilled,21,33,621,2024-12-20 00:32:51.727746,2024-12-27 00:32:51.727746
851,Fulfilled,11,284,6907,2025-04-30 22:31:08.371010,2025-05-07 22:31:08.371010
852,Fulfilled,14,214,4119,2024-12-25 21:46:52.298061,2025-01-01 21:46:52.298061
853,Cancelled,29,190,6296,2024-08-02 01:32:05.419272,2024-08-09 01:32:05.419272
854,Fulfilled,23,58,1045,2024-07-30 11:16:41.421756,2024-08-06 11:16:41.421756
855,Expired,26,488,2325,2024-09-17 04:57:35.585394,2024-09-24 04:57:35.585394
856,Expired,17,121,256,2025-05-05 04:34:57.593763,2025-05-12 04:34:57.593763
857,Expired,29,364,5295,2025-03-03 14:15:33.629960,2025-03-10 14:15:33.629960
858,Expired,4,210,2790,2024-12-07 04:08:31.824034,2024-12-14 04:08:31.824034
859,Expired,28,326,4266,2025-01-24 15:36:49.369551,2025-01-31 15:36:49.369551
860,Fulfilled,25,55,900,2025-01-10 16:22:44.820742,2025-01-17 16:22:44.820742
861,Expired,23,272,2917,2024-08-20 06:19:02.726382,2024-08-27 06:19:02.726382
862,Cancelled,4,143,4335,2025-01-01 22:38:01.397736,2025-01-08 22:38:01.397736
863,Fulfilled,15,447,4500,2024-10-05 08:41:21.017692,2024-10-12 08:41:21.017692
864,Expired,28,187,5030,2024-10-22 00:52:31.090882,2024-10-29 00:52:31.090882
865,Fulfilled,21,391,211,2025-05-13 14:05:06.051146,2025-05-20 14:05:06.051146
866,Fulfilled,1,75,5677,2024-10-26 07:48:51.846299,2024-11-02 07:48:51.846299
867,Expired,24,123,6173,2025-01-07 23:01:08.090177,2025-01-14 23:01:08.090177
868,Expired,27,179,1269,2024-12-14 12:42:27.007280,2024-12-21 12:42:27.007280
869,Fulfilled,27,258,1663,2024-11-26 23:02:22.990290,2024-12-03 23:02:22.990290
870,Fulfilled,6,211,4000,2024-07-31 01:07:22.557075,2024-08-07 01:07:22.557075
871,Expired,12,58,6692,2025-04-25 14:20:58.529755,2025-05-02 14:20:58.529755
872,Expired,11,415,4194,2025-01-18 02:16:19.803972,2025-01-25 02:16:19.803972
873,Fulfilled,1,75,3145,2025-06-14 02:09:26.573833,2025-06-21 02:09:26.573833
874,Expired,30,185,5197,2024-08-11 05:29:43.694709,2024-08-18 05:29:43.694709
875,Expired,20,38,5460,2025-05-08 09:22:55.328046,2025-05-15 09:22:55.328046
876,Fulfilled,29,497,1809,2024-09-23 23:12:51.772098,2024-09-30 23:12:51.772098
877,Expired,4,46,2717,2025-03-31 07:12:22.222773,2025-04-07 07:12:22.222773
878,Fulfilled,12,152,7724,2025-03-15 11:03:53.831599,2025-03-22 11:03:53.831599
879,Expired,19,341,1289,2024-10-14 02:12:58.429794,2024-10-21 02:12:58.429794
880,Expired,1,484,3345,2024-09-23 03:05:58.384598,2024-09-30 03:05:58.384598
881,Active,26,30,2989,2025-06-21 20:50:04.927102,2025-06-28 20:50:04.927102
882,Expired,14,156,2026,2024-07-05 15:44:49.555453,2024-07-12 15:44:49.555453
883,Expired,29,328,3292,2025-02-05 09:34:42.736778,2025-02-12 09:34:42.736778
884,Fulfilled,26,144,3123,2024-10-08 09:41:04.801426,2024-10-15 09:41:04.801426
885,Expired,14,453,723,2024-09-12 10:54:58.343368,2024-09-19 10:54:58.343368
886,Expired,3,487,6039,2025-03-25 07:00:36.330994,2025-04-01 07:00:36.330994
887,Fulfilled,17,343,5598,2025-05-13 22:02:21.544085,2025-05-20 22:02:21.544085
888,Fulfilled,16,56,7317,2024-11-19 23:21:43.363861,2024-11-26 23:21:43.363861
889,Expired,1,252,1909,2024-12-01 17:06:54.641853,2024-12-08 17:06:54.641853
890,Expired,1,55,1663,2024-09-27 01:21:19.872364,2024-10-04 01:21:19.872364
891,Expired,22,202,5429,2024-12-31 02:09:05.933718,2025-01-07 02:09:05.933718
892,Expired,29,254,3692,2025-05-09 22:22:46.469420,2025-05-16 22:22:46.469420
893,Cancelled,25,267,2204,2025-05-24 09:05:05.090044,2025-05-31 09:05:05.090044
